,carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
26567,0.24,3,59.9,58.0,571,1,0,0,0,0,0,0,1,0,0,0,0,0
20649,1.25,5,60.6,57.0,8036,0,0,0,1,0,0,0,0,0,0,0,0,1
4604,0.34,5,61.7,56.0,863,0,0,1,0,0,0,0,0,0,0,0,1,0
11155,0.81,5,61.6,58.0,4111,0,0,0,1,0,0,1,0,0,0,0,0,0
16246,0.42,4,60.8,59.0,921,0,0,1,0,0,0,0,0,0,1,0,0,0
9213,0.32,5,61.6,57.0,716,0,1,0,0,0,0,0,0,0,1,0,0,0
11854,0.7,4,61.0,59.0,2512,0,0,1,0,0,0,0,0,0,1,0,0,0
23605,0.33,5,61.8,56.0,891,1,0,0,0,0,0,0,0,0,0,0,0,1
3888,0.3,5,62.3,56.0,658,1,0,0,0,0,0,0,0,0,0,1,0,0
15608,0.52,4,62.4,59.0,1689,0,0,1,0,0,0,0,0,0,1,0,0,0
2678,0.44,3,60.9,57.0,1081,0,0,1,0,0,0,0,0,0,0,0,0,1
9460,1.53,3,63.1,56.0,7862,0,0,0,1,0,0,0,1,0,0,0,0,0
17903,0.71,5,61.8,56.0,3299,0,0,1,0,0,0,0,0,0,0,1,0,0
2956,0.39,4,59.5,58.0,1126,1,0,0,0,0,0,0,0,0,0,0,0,1
7828,0.91,5,62.0,55.0,5176,0,1,0,0,0,0,0,1,0,0,0,0,0
6433,1.55,4,62.7,57.0,10827,0,0,0,1,0,0,0,0,0,0,1,0,0
13522,1.0,5,61.3,58.0,7370,1,0,0,0,0,0,0,0,0,0,1,0,0
17288,0.54,5,61.5,55.0,1778,1,0,0,0,0,0,0,1,0,0,0,0,0
11263,1.01,2,63.6,57.0,7665,1,0,0,0,0,0,0,0,0,1,0,0,0
4234,1.27,4,58.9,61.0,5832,0,0,0,1,0,0,0,0,0,0,1,0,0
10896,0.69,3,61.5,60.0,2993,0,1,0,0,0,0,0,0,0,0,0,0,1
3095,0.3,3,59.5,63.0,447,0,0,1,0,0,0,0,1,0,0,0,0,0
11840,0.49,4,59.6,62.0,965,0,0,0,1,0,0,0,0,0,0,1,0,0
2860,0.75,5,62.1,57.0,2165,0,0,0,1,0,0,0,1,0,0,0,0,0
20501,0.75,5,62.5,55.0,2378,0,0,1,0,0,0,0,0,1,0,0,0,0
19668,0.31,2,63.9,56.0,625,0,1,0,0,0,0,0,0,0,0,1,0,0
25547,0.5,3,61.0,61.0,2013,0,1,0,0,0,0,0,0,0,0,0,0,1
20057,0.31,4,61.1,58.0,435,0,0,0,0,1,0,0,0,0,0,1,0,0
2140,0.34,5,62.6,54.0,880,0,1,0,0,0,0,0,0,0,0,1,0,0
25326,2.04,4,62.4,58.0,9727,0,0,1,0,0,0,0,0,0,0,0,0,0
135,2.2,5,59.9,57.0,14691,0,0,1,0,0,0,0,0,1,0,0,0,0
12608,0.77,4,61.6,59.0,2657,0,0,1,0,0,0,0,1,0,0,0,0,0
15540,2.0,1,66.5,56.0,6796,0,0,0,0,0,1,0,0,0,0,0,0,0
4854,0.29,3,60.4,58.0,499,1,0,0,0,0,0,0,0,0,1,0,0,0
20197,0.9,4,62.0,61.0,3669,0,0,1,0,0,0,0,1,0,0,0,0,0
15829,1.02,3,59.6,59.0,3974,0,1,0,0,0,0,0,0,1,0,0,0,0
14801,0.41,4,61.0,59.0,791,0,0,0,0,0,0,0,1,0,0,0,0,0
5652,2.05,4,62.5,59.0,15897,0,0,0,0,1,0,0,0,0,0,1,0,0
8353,0.53,3,60.5,57.0,2542,0,0,0,0,0,0,0,0,0,0,0,0,1
19774,1.13,5,62.3,56.0,4940,0,0,0,0,1,0,0,0,0,0,1,0,0
14818,1.0,3,62.4,58.0,4574,0,0,0,1,0,0,0,1,0,0,0,0,0
17789,0.81,3,62.7,56.0,3689,0,1,0,0,0,0,0,0,0,1,0,0,0
14258,1.21,4,61.9,60.0,6607,0,0,0,1,0,0,0,0,0,1,0,0,0
13324,2.3,4,62.7,56.0,15992,0,0,0,1,0,0,0,0,1,0,0,0,0
6605,0.28,5,62.1,56.0,508,0,0,1,0,0,0,0,0,0,0,1,0,0
12078,1.17,4,61.9,58.0,4423,0,0,0,0,0,1,0,1,0,0,0,0,0
25592,0.87,5,61.5,57.0,1827,0,0,1,0,0,0,0,0,0,0,0,0,0
19697,0.4,2,59.4,64.0,945,0,0,0,1,0,0,0,0,0,0,1,0,0
1326,1.02,5,61.8,57.0,4832,0,1,0,0,0,0,0,0,1,0,0,0,0
15553,0.41,5,62.4,54.0,999,1,0,0,0,0,0,0,0,0,0,1,0,0
9336,1.5,4,61.745146555006194,59.0,11489,0,0,0,0,0,0,0,1,0,0,0,0,0
22781,1.03,4,61.6,58.0,3553,0,0,0,0,1,0,0,0,0,1,0,0,0
22017,2.66,2,64.3,60.0,18495,0,0,0,1,0,0,0,0,1,0,0,0,0
26288,1.73,5,61.9,57.0,15842,1,0,0,0,0,0,0,1,0,0,0,0,0
13755,1.51,2,60.6,55.0,7848,0,0,0,0,0,1,0,0,0,1,0,0,0
20895,0.41,5,62.4,55.0,1076,0,0,0,0,0,0,0,0,0,0,1,0,0
25516,0.9,4,63.0,61.0,3810,0,0,0,1,0,0,0,0,0,0,1,0,0
10312,0.92,5,61.6,56.0,4587,0,0,0,1,0,0,0,1,0,0,0,0,0
22609,1.51,5,62.6,56.0,11686,0,0,0,1,0,0,0,0,0,1,0,0,0
15654,1.08,5,61.8,56.0,6078,0,0,0,0,0,0,0,1,0,0,0,0,0
14615,0.38,5,61.8,54.0,983,0,0,0,0,0,0,0,0,0,1,0,0,0
16694,2.04,4,58.0,59.0,14888,0,0,0,1,0,0,0,1,0,0,0,0,0
24859,1.03,5,62.3,56.0,5364,0,0,0,1,0,0,0,0,0,0,1,0,0
1993,0.44,3,63.2,59.0,878,1,0,0,0,0,0,0,0,1,0,0,0,0
14650,1.2,3,62.2,58.0,8124,0,0,1,0,0,0,0,0,0,0,1,0,0
23880,0.6,4,60.0,57.0,1698,1,0,0,0,0,0,0,1,0,0,0,0,0
10798,0.51,4,60.2,58.0,2346,0,1,0,0,0,0,0,0,0,1,0,0,0
16260,0.9,3,62.7,59.0,4155,0,0,0,1,0,0,0,0,0,0,1,0,0
24459,0.34,2,60.6,63.0,696,0,1,0,0,0,0,0,0,0,1,0,0,0
18467,0.44,3,61.745146555006194,61.0,772,0,0,1,0,0,0,0,1,0,0,0,0,0
11047,0.4,3,63.2,55.0,765,0,0,0,0,1,0,0,1,0,0,0,0,0
2185,2.04,3,62.4,57.0,13825,0,0,0,0,0,1,0,0,0,0,1,0,0
23271,0.32,5,62.3,56.0,842,1,0,0,0,0,0,0,0,0,0,0,0,1
10925,0.31,4,62.4,55.0,593,0,0,1,0,0,0,0,1,0,0,0,0,0
25327,0.66,5,62.7,55.0,2079,0,0,0,0,0,0,0,1,0,0,0,0,0
4813,1.08,5,61.6,56.0,8347,0,0,1,0,0,0,0,0,0,0,0,1,0
20029,2.01,4,62.2,61.0,15673,0,0,0,1,0,0,0,0,1,0,0,0,0
19862,0.98,4,61.8,58.0,4308,0,1,0,0,0,0,0,0,1,0,0,0,0
15533,1.01,4,61.6,61.0,5864,0,0,1,0,0,0,0,0,0,0,1,0,0
14360,0.49,5,60.7,56.0,1190,0,0,0,1,0,0,0,0,1,0,0,0,0
19915,1.81,4,62.3,58.0,11854,0,0,1,0,0,0,0,1,0,0,0,0,0
11743,0.91,2,63.2,58.0,4284,0,0,1,0,0,0,0,0,0,1,0,0,0
17504,0.71,4,61.1,58.0,2942,0,1,0,0,0,0,0,0,0,1,0,0,0
23822,0.52,3,60.0,57.0,1664,0,0,0,0,0,0,0,0,0,0,1,0,0
10261,1.03,5,61.7,56.0,7587,0,0,1,0,0,0,0,0,0,1,0,0,0
11522,0.31,5,61.6,56.0,839,0,0,1,0,0,0,1,0,0,0,0,0,0
19514,1.01,2,63.4,56.0,5954,1,0,0,0,0,0,0,0,0,0,1,0,0
10878,1.52,3,62.8,62.0,9129,0,0,0,0,1,0,0,1,0,0,0,0,0
18497,0.52,4,62.5,59.0,1073,0,0,0,0,1,0,0,1,0,0,0,0,0
15617,1.54,5,61.7,56.0,9359,0,0,1,0,0,0,0,0,1,0,0,0,0
1336,1.5,2,59.7,61.0,8181,0,1,0,0,0,0,0,0,1,0,0,0,0
7640,0.97,5,61.6,54.0,2370,0,0,0,0,0,1,0,0,0,0,0,0,0
5827,0.3,3,61.0,57.0,568,0,0,0,0,0,0,0,0,0,0,1,0,0
5142,2.0,3,64.0,58.0,14074,0,0,1,0,0,0,0,0,1,0,0,0,0
5993,1.07,5,62.4,57.0,4419,0,0,1,0,0,0,0,0,1,0,0,0,0
18124,0.51,5,60.3,56.0,2138,0,1,0,0,0,0,0,0,0,0,0,0,1
3955,1.5,3,63.5,58.0,7459,0,0,0,1,0,0,0,1,0,0,0,0,0
10255,0.32,5,62.5,56.0,758,0,0,0,0,0,0,0,0,0,0,1,0,0
6213,0.7,2,61.745146555006194,59.0,2353,0,0,1,0,0,0,0,0,0,0,1,0,0
10991,0.32,5,61.3,57.0,756,0,0,0,0,0,0,0,1,0,0,0,0,0
25482,0.31,4,61.2,59.0,734,0,0,0,0,0,0,0,0,0,0,1,0,0
18809,0.26,4,59.8,61.0,565,0,0,0,1,0,0,0,0,0,0,0,0,1
1340,0.32,5,61.3,57.0,645,0,0,1,0,0,0,0,0,0,1,0,0,0
4540,0.8,5,60.5,57.0,3420,0,1,0,0,0,0,0,1,0,0,0,0,0
3069,0.7,3,58.9,60.0,2845,1,0,0,0,0,0,0,0,0,0,1,0,0
18430,0.3,5,61.4,57.0,776,0,1,0,0,0,0,0,0,0,0,1,0,0
14033,0.72,5,61.6,59.0,2642,0,0,0,1,0,0,0,0,0,1,0,0,0
10725,0.78,1,64.6,53.0,2312,0,1,0,0,0,0,0,0,1,0,0,0,0
15494,0.43,4,60.6,59.0,1016,0,1,0,0,0,0,0,1,0,0,0,0,0
487,0.31,5,62.1,56.0,707,0,0,1,0,0,0,0,0,0,0,0,0,1
22093,0.8,3,62.7,56.0,3144,0,0,0,1,0,0,0,0,0,1,0,0,0
8766,1.0,2,63.8,59.0,3780,0,0,0,0,0,1,0,1,0,0,0,0,0
2547,1.02,5,61.9,53.0,6169,0,0,1,0,0,0,0,0,0,0,1,0,0
17650,0.32,3,62.4,56.0,744,1,0,0,0,0,0,0,0,0,0,0,0,1
16451,1.01,4,58.2,62.0,4191,0,0,0,1,0,0,0,1,0,0,0,0,0
17025,0.3,4,61.4,59.0,574,0,0,0,0,0,0,0,0,1,0,0,0,0
14191,1.53,5,62.3,56.0,9468,0,0,1,0,0,0,0,0,1,0,0,0,0
10508,0.9,4,61.5,60.0,4427,0,0,0,0,0,0,0,1,0,0,0,0,0
24731,1.52,5,61.9,57.0,9948,0,1,0,0,0,0,0,0,1,0,0,0,0
21702,0.25,3,62.9,58.0,576,1,0,0,0,0,0,0,0,0,0,0,1,0
14938,0.42,4,61.8,58.0,992,0,1,0,0,0,0,0,1,0,0,0,0,0
22029,0.31,3,64.2,55.0,721,1,0,0,0,0,0,0,0,0,0,0,0,1
18254,1.05,5,62.1,59.0,4516,0,0,0,0,1,0,0,1,0,0,0,0,0
7060,0.7,4,58.3,58.0,2459,0,0,1,0,0,0,0,0,0,1,0,0,0
8627,1.28,4,62.3,58.0,6946,0,0,0,1,0,0,0,1,0,0,0,0,0
25951,1.17,4,62.6,59.0,4631,0,0,0,1,0,0,0,1,0,0,0,0,0
19002,0.25,3,63.0,55.0,575,1,0,0,0,0,0,0,0,0,0,0,0,1
12558,1.02,5,61.9,55.0,5806,1,0,0,0,0,0,0,1,0,0,0,0,0
11057,0.5,2,62.8,61.0,1447,0,1,0,0,0,0,0,0,0,0,1,0,0
14883,1.21,4,62.2,57.0,5266,0,0,0,0,0,1,0,1,0,0,0,0,0
23246,1.12,3,60.9,63.0,3864,1,0,0,0,0,0,0,0,1,0,0,0,0
10285,0.46,5,62.0,55.0,1950,0,1,0,0,0,0,1,0,0,0,0,0,0
25316,0.41,2,63.8,56.0,467,0,0,1,0,0,0,0,0,0,0,0,0,0
18707,0.34,4,61.0,58.0,596,0,0,1,0,0,0,0,0,0,0,1,0,0
13212,1.0,5,62.3,56.0,4032,0,0,0,0,0,1,0,0,0,1,0,0,0
1482,0.36,5,61.8,55.0,735,0,0,0,0,1,0,1,0,0,0,0,0,0
18513,1.22,5,61.4,56.0,8213,0,0,1,0,0,0,0,0,0,0,1,0,0
12903,0.71,4,58.9,61.0,2329,1,0,0,0,0,0,0,1,0,0,0,0,0
12953,0.56,3,60.2,56.0,1686,0,0,1,0,0,0,0,0,0,1,0,0,0
10054,0.3,5,61.8,55.0,658,1,0,0,0,0,0,0,0,0,0,1,0,0
26528,0.24,2,63.0,59.0,378,1,0,0,0,0,0,0,0,0,0,1,0,0
21480,0.92,4,60.7,58.0,2607,0,1,0,0,0,0,0,0,0,0,0,0,0
5760,1.24,5,62.1,56.0,8504,0,0,1,0,0,0,0,0,0,0,1,0,0
10509,0.28,5,61.8,55.0,650,0,0,1,0,0,0,0,0,0,0,0,1,0
13577,1.2,4,62.9,56.0,6129,0,0,0,1,0,0,0,1,0,0,0,0,0
6470,0.9,5,61.3,57.0,3160,0,0,0,0,0,1,0,0,0,0,1,0,0
5880,0.33,4,61.8,60.0,1114,0,0,0,1,0,0,1,0,0,0,0,0,0
11117,0.71,5,61.745146555006194,57.0,2262,0,0,0,0,0,0,0,0,1,0,0,0,0
15471,0.23,3,61.7,55.0,498,0,1,0,0,0,0,0,0,0,0,0,0,1
16203,0.39,5,61.8,55.0,1097,0,1,0,0,0,0,0,0,0,0,0,0,1
14826,1.52,3,62.9,59.0,15265,0,0,1,0,0,0,0,0,0,0,0,0,1
14982,0.9,3,61.9,57.0,4678,0,1,0,0,0,0,0,0,0,0,1,0,0
18807,0.32,5,61.7,55.0,1020,1,0,0,0,0,0,0,0,0,0,0,1,0
25545,0.3,4,62.5,59.0,658,1,0,0,0,0,0,0,0,0,0,1,0,0
25701,0.56,5,62.3,55.0,2055,0,0,1,0,0,0,0,0,0,0,0,1,0
13344,0.31,4,60.0,59.0,872,1,0,0,0,0,0,0,0,0,0,1,0,0
6231,0.34,4,61.2,59.0,686,0,1,0,0,0,0,0,0,0,0,1,0,0
19988,1.1,4,62.0,59.0,4620,0,0,0,0,1,0,0,1,0,0,0,0,0
12965,0.44,4,60.1,60.0,990,0,0,1,0,0,0,0,1,0,0,0,0,0
1317,1.01,5,61.9,56.0,11442,0,0,0,0,0,0,0,0,0,0,0,0,1
26282,1.01,5,61.6,56.0,3501,0,0,0,1,0,0,0,0,1,0,0,0,0
457,1.01,5,62.3,57.0,4694,0,0,1,0,0,0,0,1,0,0,0,0,0
22626,0.52,5,61.5,56.0,1170,0,0,1,0,0,0,0,0,1,0,0,0,0
8554,0.34,2,64.0,58.0,689,0,0,0,1,0,0,0,0,0,1,0,0,0
8451,0.78,5,62.0,55.0,3276,1,0,0,0,0,0,0,0,0,0,1,0,0
6309,1.01,3,59.1,63.0,3671,0,0,0,0,0,0,0,0,1,0,0,0,0
19597,1.11,5,62.3,58.0,4771,0,0,0,0,1,0,0,1,0,0,0,0,0
19695,0.33,4,60.6,58.0,965,0,0,1,0,0,0,0,0,0,0,0,0,1
26544,1.01,2,64.0,56.0,5786,0,1,0,0,0,0,0,0,0,1,0,0,0
12202,0.73,3,63.3,57.0,2409,1,0,0,0,0,0,0,0,1,0,0,0,0
10143,0.8,5,61.9,54.0,3210,0,0,0,0,0,0,0,0,1,0,0,0,0
18061,0.42,5,62.6,57.0,992,1,0,0,0,0,0,0,1,0,0,0,0,0
22532,0.44,4,58.4,60.0,759,0,0,0,1,0,0,0,0,1,0,0,0,0
6166,1.32,4,61.2,59.0,4160,0,0,0,0,0,1,0,0,1,0,0,0,0
2533,0.34,5,62.4,55.0,1211,0,0,0,0,0,0,0,0,0,0,0,1,0
6411,1.36,3,60.8,60.0,11774,0,0,1,0,0,0,0,0,0,0,0,0,1
12066,0.41,4,58.8,62.0,852,1,0,0,0,0,0,0,1,0,0,0,0,0
12483,0.43,2,63.4,55.0,774,0,0,0,0,0,0,0,1,0,0,0,0,0
15986,1.58,4,62.6,59.0,13132,0,0,1,0,0,0,0,0,0,0,1,0,0
10233,1.02,4,62.5,60.0,4541,0,1,0,0,0,0,0,0,1,0,0,0,0
24779,1.03,4,62.5,59.0,6072,1,0,0,0,0,0,0,0,0,0,1,0,0
15959,0.31,3,61.745146555006194,59.0,406,0,0,0,0,1,0,0,0,0,0,1,0,0
2343,0.35,5,60.6,56.0,1063,0,0,0,0,0,0,0,0,0,0,1,0,0
5544,0.31,5,61.4,56.0,625,0,0,1,0,0,0,0,0,0,1,0,0,0
21770,1.53,4,60.2,59.0,13119,0,0,1,0,0,0,0,0,0,1,0,0,0
21093,1.01,2,63.6,60.0,6932,0,1,0,0,0,0,0,0,0,0,0,0,1
6697,1.22,5,62.5,57.0,5960,0,0,0,0,1,0,0,0,0,0,1,0,0
25961,0.35,5,62.0,57.0,767,1,0,0,0,0,0,0,0,0,0,1,0,0
3017,1.01,3,61.7,56.0,5777,1,0,0,0,0,0,0,0,0,0,1,0,0
10215,1.06,4,61.9,58.0,4862,0,1,0,0,0,0,0,1,0,0,0,0,0
4196,0.3,5,62.4,53.7,442,0,0,0,1,0,0,0,1,0,0,0,0,0
8192,0.41,5,63.0,57.0,920,0,0,0,0,0,0,0,1,0,0,0,0,0
15992,2.08,5,61.0,55.0,17986,0,0,0,0,0,1,1,0,0,0,0,0,0
6740,1.01,1,66.3,55.0,4118,0,0,0,0,0,0,0,1,0,0,0,0,0
11542,0.42,4,59.5,59.0,1105,1,0,0,0,0,0,0,0,0,1,0,0,0
12245,1.16,5,62.6,56.0,4560,0,0,0,0,1,0,0,0,1,0,0,0,0
22644,1.09,4,61.6,58.0,5799,0,0,0,0,0,0,0,1,0,0,0,0,0
18976,1.51,2,63.6,60.0,5647,1,0,0,0,0,0,0,0,0,0,0,0,0
18150,1.1,2,57.6,61.0,3696,0,0,0,1,0,0,0,0,1,0,0,0,0
6604,1.12,4,61.6,58.0,6115,0,0,0,1,0,0,0,0,0,1,0,0,0
7926,0.32,4,63.0,58.0,756,0,0,0,0,0,0,0,1,0,0,0,0,0
13367,1.05,5,61.6,55.0,10872,0,1,0,0,0,0,0,0,0,0,0,1,0
11943,2.5,1,66.9,58.0,14652,0,0,0,0,0,1,0,0,1,0,0,0,0
15499,0.4,5,61.1,56.0,1050,0,1,0,0,0,0,0,0,0,1,0,0,0
5813,1.55,5,61.9,58.0,15293,1,0,0,0,0,0,0,0,0,0,1,0,0
15563,1.2,3,61.4,58.0,6130,1,0,0,0,0,0,0,0,1,0,0,0,0
4674,0.3,3,63.1,58.0,1013,0,0,1,0,0,0,0,0,0,0,0,1,0
547,1.59,4,63.0,58.0,12409,0,0,0,1,0,0,0,0,0,0,0,0,1
7743,0.33,4,61.6,58.0,666,0,0,0,1,0,0,0,0,0,0,0,0,1
6982,1.18,4,62.9,58.0,3925,0,0,0,0,1,0,0,0,1,0,0,0,0
9076,1.12,5,61.7,56.0,7812,0,1,0,0,0,0,0,1,0,0,0,0,0
6441,0.36,5,62.0,54.0,783,0,0,0,1,0,0,0,0,0,0,0,1,0
12046,1.29,3,61.3,58.0,6099,0,0,0,0,1,0,0,0,0,0,1,0,0
5736,0.41,5,62.1,56.0,1243,0,0,0,1,0,0,1,0,0,0,0,0,0
22474,0.9,4,63.0,60.0,3377,0,0,0,0,1,0,0,1,0,0,0,0,0
22846,0.4,3,63.0,57.0,963,0,1,0,0,0,0,0,0,0,0,0,0,1
25340,1.1,5,61.2,56.0,9343,0,1,0,0,0,0,0,0,0,0,0,0,1
23685,0.92,1,66.0,57.0,3323,0,1,0,0,0,0,0,1,0,0,0,0,0
19261,0.78,5,62.1,54.0,3159,1,0,0,0,0,0,0,0,0,0,1,0,0
22367,0.73,5,62.8,57.0,3327,1,0,0,0,0,0,0,0,0,1,0,0,0
14768,1.28,3,59.5,56.0,11478,0,0,1,0,0,0,0,0,0,0,0,0,1
20377,0.31,5,60.1,57.0,913,0,0,0,0,0,0,0,0,0,1,0,0,0
25876,1.29,4,58.7,58.0,8842,0,0,1,0,0,0,0,0,0,0,1,0,0
21044,1.02,3,60.3,58.0,8745,1,0,0,0,0,0,0,0,0,0,0,0,1
25384,0.82,3,63.4,55.0,2232,0,0,1,0,0,0,0,0,1,0,0,0,0
16065,0.36,5,61.745146555006194,54.0,835,1,0,0,0,0,0,0,0,0,1,0,0,0
15341,1.15,3,62.2,59.0,5587,0,0,1,0,0,0,0,1,0,0,0,0,0
26220,0.7,3,62.8,57.0,2214,0,0,0,1,0,0,0,1,0,0,0,0,0
24025,0.23,2,64.8,58.0,478,0,0,0,0,0,0,0,0,0,0,0,1,0
3400,1.58,5,61.9,55.0,11435,0,0,0,0,1,0,0,0,0,0,0,1,0
20342,0.5,5,61.6,57.0,2025,0,0,0,0,0,0,0,0,0,1,0,0,0
790,1.51,3,62.3,59.0,14112,0,0,0,0,0,0,0,0,0,0,1,0,0
12974,0.33,5,60.9,57.0,957,0,0,0,0,0,0,0,0,0,1,0,0,0
10173,0.5,4,62.3,58.0,1654,0,0,0,0,0,0,0,1,0,0,0,0,0
19391,1.07,3,60.5,62.0,4861,0,0,1,0,0,0,0,1,0,0,0,0,0
14215,1.75,5,62.9,57.0,11113,0,1,0,0,0,0,0,0,1,0,0,0,0
5287,0.51,3,62.5,59.0,1438,0,0,1,0,0,0,0,0,0,0,1,0,0
5872,0.31,5,61.5,56.0,734,0,0,0,0,0,0,0,0,0,0,1,0,0
9722,1.03,4,61.745146555006194,61.0,4406,0,0,0,1,0,0,0,1,0,0,0,0,0
522,0.42,2,63.6,61.0,945,1,0,0,0,0,0,0,1,0,0,0,0,0
4605,0.9,2,57.9,60.0,4190,1,0,0,0,0,0,0,1,0,0,0,0,0
9741,0.77,5,61.3,56.0,2729,0,1,0,0,0,0,0,0,1,0,0,0,0
5090,1.02,4,61.7,58.0,4113,0,0,0,0,1,0,0,1,0,0,0,0,0
14300,0.42,5,61.4,55.0,664,0,0,0,0,0,1,0,0,0,1,0,0,0
3507,0.5,3,61.4,57.0,1295,0,1,0,0,0,0,0,1,0,0,0,0,0
15266,1.11,5,60.6,56.0,5962,1,0,0,0,0,0,0,0,1,0,0,0,0
2565,1.2,3,61.6,61.0,6350,0,0,0,1,0,0,0,1,0,0,0,0,0
22035,0.41,2,63.8,56.0,683,0,0,0,1,0,0,0,1,0,0,0,0,0
7131,0.79,4,62.8,57.0,2370,0,0,0,1,0,0,0,0,1,0,0,0,0
23128,0.44,3,60.6,55.0,1016,0,0,1,0,0,0,0,0,1,0,0,0,0
18583,1.0,4,59.6,59.0,5069,0,0,0,1,0,0,0,0,0,0,1,0,0
20422,0.37,5,61.5,56.0,537,0,0,0,0,1,0,0,0,0,0,1,0,0
24132,0.36,5,62.4,55.0,810,1,0,0,0,0,0,0,1,0,0,0,0,0
21148,0.52,5,59.9,57.0,2467,1,0,0,0,0,0,0,0,0,0,0,1,0
18001,0.31,5,61.5,54.0,642,0,1,0,0,0,0,0,0,0,1,0,0,0
5900,1.03,5,62.0,53.0,5710,1,0,0,0,0,0,0,1,0,0,0,0,0
17808,1.03,4,59.6,59.0,7817,1,0,0,0,0,0,0,0,0,1,0,0,0
1293,1.14,5,61.6,57.0,5003,0,0,0,1,0,0,0,1,0,0,0,0,0
24922,0.32,5,60.9,56.0,813,1,0,0,0,0,0,0,0,0,0,0,1,0
6346,1.21,2,61.1,60.8,4824,0,0,0,0,0,1,0,0,1,0,0,0,0
11853,1.52,3,63.5,58.0,7504,0,0,0,0,0,1,0,0,0,0,1,0,0
1694,1.5,4,61.4,58.0,11655,0,0,0,0,1,0,0,0,0,0,1,0,0
7434,0.39,3,62.4,58.0,821,0,1,0,0,0,0,0,0,0,0,1,0,0
19067,1.81,3,62.7,58.0,12822,0,0,0,0,1,0,0,0,0,0,1,0,0
26512,0.7,3,58.4,63.0,2058,0,1,0,0,0,0,0,1,0,0,0,0,0
466,1.13,3,60.1,60.0,4959,0,0,0,1,0,0,0,1,0,0,0,0,0
24119,0.3,5,61.4,55.0,673,0,0,1,0,0,0,0,0,0,1,0,0,0
11494,1.13,3,62.3,59.0,4282,0,1,0,0,0,0,0,0,1,0,0,0,0
1868,1.14,5,61.4,57.0,8346,0,0,1,0,0,0,0,0,0,1,0,0,0
11672,0.72,5,61.4,56.0,3759,0,1,0,0,0,0,0,0,0,1,0,0,0
8586,0.72,2,60.1,60.5,2174,0,0,0,0,1,0,0,0,0,0,1,0,0
18553,0.7,3,61.4,59.0,2312,0,1,0,0,0,0,0,1,0,0,0,0,0
11064,0.68,2,61.9,55.0,3225,0,0,1,0,0,0,0,0,0,0,0,1,0
2207,0.9,2,64.0,59.0,3696,0,1,0,0,0,0,0,1,0,0,0,0,0
21580,0.41,5,62.9,55.0,876,0,0,0,1,0,0,0,1,0,0,0,0,0
9832,2.01,1,63.8,59.0,14799,0,0,1,0,0,0,0,0,1,0,0,0,0
18054,0.36,4,59.7,59.0,726,0,0,1,0,0,0,0,0,0,1,0,0,0
8988,2.02,5,62.0,56.0,17392,0,0,0,1,0,0,0,1,0,0,0,0,0
7605,0.3,3,62.9,58.0,789,0,0,0,1,0,0,1,0,0,0,0,0,0
8363,1.16,1,65.9,55.0,4612,0,0,1,0,0,0,0,1,0,0,0,0,0
8780,1.05,5,59.1,57.0,7697,0,1,0,0,0,0,0,0,0,0,1,0,0
2761,1.0,3,61.8,59.0,4712,0,1,0,0,0,0,0,1,0,0,0,0,0
11288,0.7,1,57.3,63.0,2273,0,0,1,0,0,0,0,0,0,0,1,0,0
15034,0.3,5,61.1,55.0,837,1,0,0,0,0,0,0,0,0,0,0,0,1
5530,0.31,4,61.9,59.0,465,0,0,0,0,0,1,0,1,0,0,0,0,0
21119,0.31,5,61.6,55.0,1046,1,0,0,0,0,0,0,0,0,0,0,0,1
21132,1.02,4,62.5,58.0,3754,0,1,0,0,0,0,0,0,1,0,0,0,0
1027,0.62,4,60.1,58.0,1942,0,1,0,0,0,0,0,0,0,1,0,0,0
17780,0.29,5,62.8,55.0,498,0,0,0,1,0,0,0,0,0,0,1,0,0
16037,0.51,5,62.2,55.0,1656,0,0,1,0,0,0,0,0,0,1,0,0,0
10944,1.0,3,59.5,63.0,4004,1,0,0,0,0,0,0,0,1,0,0,0,0
3093,2.02,3,63.0,56.0,12267,0,0,0,0,0,1,0,1,0,0,0,0,0
8824,0.32,5,61.9,56.0,895,0,1,0,0,0,0,0,0,0,0,0,1,0
6099,0.39,5,60.9,56.0,894,0,1,0,0,0,0,0,0,0,1,0,0,0
17885,0.54,5,60.3,55.0,2210,0,0,0,1,0,0,1,0,0,0,0,0,0
23096,0.31,4,60.1,59.0,537,0,0,0,0,1,0,0,1,0,0,0,0,0
2642,0.33,5,62.3,55.0,743,0,0,1,0,0,0,0,0,0,0,1,0,0
5186,1.3,2,63.6,59.0,5175,0,0,0,0,0,1,0,0,0,0,1,0,0
26740,1.0,4,62.1,59.0,8154,0,0,1,0,0,0,0,0,0,0,0,1,0
5709,0.33,5,61.6,53.0,1052,0,0,1,0,0,0,1,0,0,0,0,0,0
6608,1.15,5,61.5,55.0,5152,0,0,0,0,0,1,0,0,0,1,0,0,0
432,1.2,5,59.9,57.0,6487,0,0,0,1,0,0,0,0,0,0,1,0,0
3860,0.41,5,61.745146555006194,55.0,1079,1,0,0,0,0,0,0,0,0,1,0,0,0
24885,1.56,2,58.5,61.0,8048,0,0,0,0,1,0,0,0,1,0,0,0,0
