carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
0.52,5,60.4,57.0,1694,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,1,65.1,56.0,3437,0,1,0,0,0,0,0,1,0,0,0,0,0
2.03,4,58.1,59.0,10879,0,0,0,1,0,0,0,0,1,0,0,0,0
0.52,5,61.8,54.0,1094,0,0,0,0,1,0,0,1,0,0,0,0,0
0.58,3,59.9,58.0,1401,0,1,0,0,0,0,0,1,0,0,0,0,0
1.62,4,61.2,61.0,9199,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,2,61.3,60.0,3893,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,5,62.4,53.0,732,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4,61.3,60.0,756,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,5,61.6,55.0,687,0,0,0,0,0,0,0,0,0,0,1,0,0
0.26,2,63.6,56.0,564,0,0,0,0,0,0,0,0,0,0,0,0,1
1.21,3,59.3,58.0,9942,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,3,60.9,60.0,2421,0,0,0,0,1,0,0,0,0,0,0,1,0
0.33,5,61.3,57.0,598,0,0,1,0,0,0,0,0,0,0,1,0,0
0.27,3,60.8,57.0,443,0,0,0,0,0,1,0,0,0,0,0,0,1
0.81,5,61.4,57.0,2673,1,0,0,0,0,0,0,0,1,0,0,0,0
2.14,3,62.8,57.0,14065,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,5,62.4,55.0,7966,0,0,0,0,0,0,0,0,0,1,0,0,0
1.8,4,61.8,59.0,8457,0,0,0,0,1,0,0,0,1,0,0,0,0
0.5,4,63.0,58.0,1415,1,0,0,0,0,0,0,1,0,0,0,0,0
0.58,5,60.9,57.0,1421,0,0,0,1,0,0,0,1,0,0,0,0,0
0.43,5,61.4,55.0,1207,0,0,1,0,0,0,0,0,0,0,0,1,0
1.1,5,60.4,55.0,4897,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5,5,60.7,56.0,1359,1,0,0,0,0,0,0,0,1,0,0,0,0
2.4,3,60.6,58.5,17955,0,0,0,0,1,0,0,0,1,0,0,0,0
0.56,5,61.8,56.0,2117,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,4,61.0,60.0,911,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,5,63.0,55.0,828,0,0,1,0,0,0,0,0,0,1,0,0,0
0.77,5,61.3,56.0,3442,0,0,0,0,0,0,0,0,0,0,1,0,0
1.07,5,60.9,56.0,8895,0,0,1,0,0,0,0,0,0,0,0,1,0
0.77,2,58.6,64.0,2262,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5,2,64.5,58.0,1017,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,4,62.7,58.0,4200,0,0,0,1,0,0,0,0,1,0,0,0,0
0.97,5,61.3,57.0,4278,0,0,0,0,0,1,0,0,0,1,0,0,0
1.04,1,64.9,58.0,5633,0,0,1,0,0,0,0,0,0,1,0,0,0
1.21,4,62.6,56.0,10706,0,0,0,0,0,0,0,0,0,1,0,0,0
2.01,4,61.5,60.0,16499,0,0,0,0,1,0,0,1,0,0,0,0,0
0.26,3,61.9,55.0,337,0,0,0,1,0,0,0,1,0,0,0,0,0
0.41,5,61.8,57.0,863,0,1,0,0,0,0,0,0,0,0,1,0,0
0.26,4,60.9,59.0,635,1,0,0,0,0,0,0,0,0,0,0,1,0
0.7,5,61.5,56.0,4439,0,1,0,0,0,0,0,0,0,0,0,0,1
0.39,4,60.4,59.0,1095,0,0,1,0,0,0,0,0,0,0,0,1,0
0.96,4,61.3,60.0,2669,0,0,0,0,1,0,0,0,1,0,0,0,0
1.09,3,61.4,58.0,10463,0,1,0,0,0,0,0,0,0,0,0,1,0
0.42,5,61.4,56.0,1235,0,0,1,0,0,0,0,0,0,0,0,1,0
1.24,5,61.4,56.0,5520,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9,4,61.8,56.0,4064,0,0,0,1,0,0,0,0,0,1,0,0,0
0.31,5,62.0,53.0,562,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3,5,62.6,57.0,776,0,0,1,0,0,0,0,0,0,1,0,0,0
1.07,3,59.4,59.0,11019,0,1,0,0,0,0,1,0,0,0,0,0,0
0.59,3,60.1,57.0,1813,0,1,0,0,0,0,0,0,0,0,1,0,0
0.42,5,61.3,56.0,1326,0,1,0,0,0,0,0,0,0,0,0,1,0
0.38,5,61.2,57.0,812,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,4,61.1,60.0,1760,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,4,62.6,60.0,544,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,4,60.2,62.0,4514,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,3,63.0,57.0,2052,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,5,61.2,58.0,4943,0,0,0,1,0,0,0,1,0,0,0,0,0
1.24,4,59.9,60.0,5694,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,3,63.3,58.0,4579,1,0,0,0,0,0,0,0,1,0,0,0,0
0.26,5,61.3,57.0,733,1,0,0,0,0,0,0,0,0,0,0,0,1
1.5,5,62.5,55.0,12787,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,5,62.0,54.0,683,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,5,61.7,55.0,1020,1,0,0,0,0,0,0,0,0,0,0,1,0
1.13,4,62.1,58.0,5410,0,0,0,1,0,0,0,1,0,0,0,0,0
0.26,4,59.8,61.0,565,0,0,0,1,0,0,0,0,0,0,0,0,1
0.34,3,63.2,55.0,765,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,3,63.3,55.0,1143,0,1,0,0,0,0,0,0,0,0,0,1,0
0.32,5,62.5,57.0,421,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,5,62.6,57.0,2724,0,1,0,0,0,0,0,0,0,0,1,0,0
0.51,4,59.1,59.0,1974,0,0,1,0,0,0,0,0,0,0,0,0,1
1.27,4,62.6,59.0,6116,0,0,0,0,1,0,0,0,0,0,1,0,0
0.74,5,60.8,57.0,2557,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,4,61.8,58.0,574,0,0,0,0,0,0,0,0,1,0,0,0,0
1.11,4,61.3,58.0,5802,1,0,0,0,0,0,0,1,0,0,0,0,0
0.8,3,63.3,58.0,2485,0,0,0,1,0,0,0,1,0,0,0,0,0
1.16,5,60.5,58.0,10850,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3,3,59.8,59.0,704,0,1,0,0,0,0,0,0,0,1,0,0,0
0.46,3,61.6,55.0,859,0,1,0,0,0,0,0,0,1,0,0,0,0
1.2,2,64.0,61.0,7096,1,0,0,0,0,0,0,1,0,0,0,0,0
0.93,5,61.5,57.0,4218,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,4,62.5,60.0,4355,1,0,0,0,0,0,0,0,1,0,0,0,0
1.52,3,60.9,56.0,13215,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,2,63.4,55.0,544,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,5,60.5,60.0,6806,1,0,0,0,0,0,0,0,0,0,1,0,0
0.36,3,60.3,62.0,789,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,3,62.9,59.0,579,0,0,0,1,0,0,0,0,0,1,0,0,0
0.96,5,62.0,56.0,2363,0,0,0,0,1,0,0,0,0,0,0,0,0
0.71,4,62.2,59.0,2825,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,3,58.1,62.0,6098,0,1,0,0,0,0,0,0,0,1,0,0,0
1.06,2,57.5,62.0,5293,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,4,61.3,59.0,2423,0,1,0,0,0,0,0,1,0,0,0,0,0
1.26,4,59.5,59.0,7903,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,3,63.8,57.0,3752,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,5,62.5,56.0,942,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,5,61.5,55.0,4504,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,5,59.5,57.0,2511,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,2,62.0,60.5,1980,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,3,61.9,59.0,658,0,1,0,0,0,0,0,0,0,1,0,0,0
0.34,5,61.5,55.0,647,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,3,62.8,52.0,3764,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,5,61.9,57.0,475,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,4,61.0,62.0,4939,0,0,0,0,0,0,0,0,1,0,0,0,0
1.6,5,62.1,56.0,9275,0,0,0,1,0,0,0,0,1,0,0,0,0
0.36,5,61.2,56.0,789,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,4,61.8,60.0,1710,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,3,58.8,61.0,473,0,0,0,0,1,0,0,0,0,1,0,0,0
1.14,5,61.7,57.0,3824,0,1,0,0,0,0,0,0,0,0,0,0,0
0.32,5,59.5,57.0,612,0,0,0,0,0,0,0,0,1,0,0,0,0
1.36,5,61.1,57.0,11956,0,0,1,0,0,0,0,0,0,0,0,0,1
0.56,5,61.0,57.0,1978,1,0,0,0,0,0,0,0,0,1,0,0,0
1.06,5,60.7,56.0,7594,0,0,1,0,0,0,0,0,0,1,0,0,0
0.33,5,62.0,54.0,743,1,0,0,0,0,0,0,1,0,0,0,0,0
0.72,5,62.2,57.0,3502,0,0,1,0,0,0,0,0,0,0,0,1,0
0.81,4,62.0,58.0,2994,0,0,1,0,0,0,0,0,0,0,1,0,0
0.54,5,60.8,57.0,1786,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,4,61.0,60.0,3879,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,3,61.74514655500572,60.0,4142,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,4,61.4,61.0,2203,0,0,0,0,0,1,0,0,0,0,0,1,0
0.58,3,61.2,55.8,1633,0,0,0,1,0,0,0,0,0,0,1,0,0
0.79,4,61.0,58.0,2868,1,0,0,0,0,0,0,0,1,0,0,0,0
1.07,4,62.1,58.0,5055,0,0,0,1,0,0,0,1,0,0,0,0,0
0.65,2,61.7,60.3,2406,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,5,61.7,55.0,1066,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,3,59.1,59.9,1225,0,0,0,0,0,0,0,0,0,0,0,0,1
0.44,5,61.8,56.0,1155,0,0,1,0,0,0,0,0,0,0,0,0,1
1.27,5,61.2,57.0,11206,0,0,1,0,0,0,0,0,0,1,0,0,0
0.35,4,59.7,58.0,829,0,0,0,0,0,0,0,0,0,0,1,0,0
1.11,3,62.0,58.0,4769,1,0,0,0,0,0,0,0,1,0,0,0,0
0.33,5,61.2,56.0,1240,0,1,0,0,0,0,1,0,0,0,0,0,0
0.75,4,61.6,57.0,1998,0,0,0,0,0,1,0,0,0,1,0,0,0
0.76,5,61.6,55.0,2725,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,3,61.7,58.0,10113,0,0,0,0,0,0,0,0,0,0,0,0,1
0.36,3,61.74514655500572,57.0,832,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,2,64.2,58.0,1771,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,4,61.3,58.0,945,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,4,62.1,60.0,3083,0,1,0,0,0,0,0,0,1,0,0,0,0
0.51,4,61.7,58.0,1971,0,1,0,0,0,0,0,0,0,1,0,0,0
1.35,5,61.3,57.0,10602,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,3,62.9,57.0,4580,1,0,0,0,0,0,0,0,0,0,1,0,0
1.19,4,58.6,61.0,4168,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,4,62.0,62.0,3679,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,3,63.3,59.0,2922,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,5,62.5,57.0,625,0,0,1,0,0,0,0,0,0,1,0,0,0
1.51,2,62.1,60.0,9069,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,1,59.9,61.0,15540,1,0,0,0,0,0,0,0,1,0,0,0,0
0.39,5,61.5,57.0,558,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,3,63.3,60.0,2198,0,1,0,0,0,0,0,1,0,0,0,0,0
1.69,4,59.8,60.0,14242,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,2,60.7,61.0,2405,1,0,0,0,0,0,0,0,1,0,0,0,0
0.43,4,60.4,58.0,968,0,0,1,0,0,0,0,1,0,0,0,0,0
0.53,5,61.6,54.0,1743,0,0,0,1,0,0,0,0,0,0,0,1,0
0.5,3,63.3,54.0,1758,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,3,63.2,57.0,6787,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,4,62.1,58.0,709,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,5,62.0,55.0,789,0,0,1,0,0,0,0,0,0,0,0,1,0
0.71,5,61.1,57.0,2612,0,0,0,0,0,0,0,0,1,0,0,0,0
0.94,4,61.9,57.0,4106,0,0,1,0,0,0,0,1,0,0,0,0,0
0.56,2,61.4,62.0,1736,1,0,0,0,0,0,0,0,0,0,1,0,0
0.73,3,62.5,58.0,1298,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,4,60.2,61.0,3920,0,0,0,1,0,0,0,0,1,0,0,0,0
0.52,5,61.8,56.0,1573,0,0,0,1,0,0,0,0,0,0,1,0,0
0.72,1,55.4,64.0,2724,0,1,0,0,0,0,0,0,0,0,1,0,0
1.27,2,66.0,59.0,4542,0,0,0,0,0,1,0,0,1,0,0,0,0
0.5,5,62.1,54.0,1746,1,0,0,0,0,0,0,0,0,0,1,0,0
0.58,5,61.5,57.0,1657,0,1,0,0,0,0,0,0,0,0,1,0,0
0.39,5,61.4,56.0,1197,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,5,61.7,57.0,10761,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,3,63.4,54.0,909,0,1,0,0,0,0,0,0,0,1,0,0,0
0.59,5,62.3,54.0,1424,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,4,60.2,60.0,1415,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,5,61.7,55.0,2085,0,1,0,0,0,0,0,0,0,1,0,0,0
1.27,4,61.0,58.0,10389,0,0,1,0,0,0,0,0,0,0,0,0,1
1.12,4,59.8,58.0,12152,0,0,0,0,0,0,0,0,0,0,0,0,1
1.02,3,63.1,60.0,4370,0,0,1,0,0,0,0,0,1,0,0,0,0
1.07,3,62.6,58.0,4451,0,0,0,0,1,0,0,1,0,0,0,0,0
0.33,5,62.4,56.0,631,0,0,0,0,0,0,0,0,1,0,0,0,0
0.43,5,61.4,55.0,1129,0,0,1,0,0,0,0,0,0,0,0,0,1
0.63,4,60.4,58.0,2171,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,3,63.3,57.0,4707,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,5,62.2,54.0,562,0,0,1,0,0,0,0,0,0,0,1,0,0
1.04,5,61.9,57.0,6112,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,3,62.9,58.0,707,0,0,1,0,0,0,0,0,0,0,0,0,1
0.54,5,61.7,55.0,1650,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,3,58.3,61.0,583,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,3,61.0,59.0,1154,0,0,1,0,0,0,1,0,0,0,0,0,0
1.27,5,62.4,53.3,10342,0,0,1,0,0,0,0,0,0,0,0,0,1
1.21,2,63.7,59.0,6906,0,0,1,0,0,0,0,0,0,0,1,0,0
1.6,3,59.8,56.0,11170,0,0,0,0,1,0,0,0,0,0,0,1,0
1.5,4,61.8,60.0,10567,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4,5,60.7,56.0,1323,0,1,0,0,0,0,0,0,0,0,0,1,0
0.42,4,62.7,55.0,992,0,1,0,0,0,0,0,1,0,0,0,0,0
1.19,5,61.1,57.0,10079,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,5,61.5,56.0,867,0,1,0,0,0,0,0,0,0,0,0,1,0
1.52,5,61.74514655500572,57.0,13903,0,0,1,0,0,0,0,0,0,1,0,0,0
1.17,5,61.9,56.0,9799,0,0,1,0,0,0,0,0,0,0,0,1,0
1.04,5,62.0,57.0,4530,1,0,0,0,0,0,0,1,0,0,0,0,0
0.42,3,58.8,60.0,653,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,4,62.2,59.0,912,1,0,0,0,0,0,0,0,0,0,1,0,0
0.35,4,61.6,58.0,984,1,0,0,0,0,0,0,0,0,0,1,0,0
1.18,2,63.6,57.0,4071,1,0,0,0,0,0,0,0,1,0,0,0,0
0.34,5,61.4,55.0,906,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4,4,62.6,58.0,807,0,0,0,1,0,0,0,0,0,1,0,0,0
0.63,3,62.8,57.0,1939,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,3,63.2,57.0,675,1,0,0,0,0,0,0,1,0,0,0,0,0
2.01,5,61.7,57.0,18259,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,3,63.4,55.0,651,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,2,63.3,57.0,431,0,0,1,0,0,0,0,1,0,0,0,0,0
0.39,3,62.9,58.0,1232,0,0,0,0,0,0,0,0,0,0,0,0,1
1.23,4,62.1,61.0,5648,0,0,0,1,0,0,0,0,1,0,0,0,0
0.8,5,59.4,58.0,2927,0,0,0,0,1,0,0,1,0,0,0,0,0
0.31,5,61.5,55.0,680,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,3,60.6,56.0,772,0,0,1,0,0,0,0,0,0,0,0,1,0
0.29,5,62.0,55.0,669,1,0,0,0,0,0,0,0,0,0,0,0,1
0.52,5,62.5,58.0,1582,0,0,0,1,0,0,0,0,0,1,0,0,0
1.38,4,62.4,58.0,10850,0,0,1,0,0,0,0,0,0,1,0,0,0
0.53,5,61.2,56.0,1830,0,1,0,0,0,0,0,0,0,1,0,0,0
0.77,3,61.74514655500572,58.0,3643,0,0,0,0,0,0,0,0,0,1,0,0,0
2.05,4,62.5,60.0,15109,0,0,0,0,0,1,0,0,0,1,0,0,0
1.11,3,62.8,55.0,4914,1,0,0,0,0,0,0,0,1,0,0,0,0
0.42,4,61.9,58.0,884,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,3,63.4,58.0,540,0,0,0,1,0,0,0,1,0,0,0,0,0
1.5,4,60.4,55.0,4140,0,0,1,0,0,0,0,0,0,0,0,0,0
0.32,3,62.7,60.0,926,0,1,0,0,0,0,0,0,0,0,0,1,0
0.31,4,59.2,60.0,544,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,3,61.4,57.0,2028,0,0,0,0,1,0,0,1,0,0,0,0,0
1.03,4,61.0,60.0,4522,1,0,0,0,0,0,0,0,1,0,0,0,0
1.09,3,61.4,54.0,6990,0,1,0,0,0,0,0,0,0,0,1,0,0
0.28,4,59.9,62.0,646,0,0,0,1,0,0,0,0,0,0,0,1,0
1.01,3,62.7,58.0,4821,0,0,0,0,0,0,0,1,0,0,0,0,0
0.35,4,61.5,58.0,601,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,2,63.6,60.0,5647,1,0,0,0,0,0,0,0,0,0,0,0,0
1.2,4,62.7,58.0,6451,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,1,68.3,54.0,3142,0,0,1,0,0,0,0,0,1,0,0,0,0
1.51,5,61.6,57.0,11917,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,5,62.2,55.0,1250,0,1,0,0,0,0,0,0,0,0,0,0,1
0.36,5,61.7,56.0,824,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,3,60.8,59.0,5557,0,0,0,0,1,0,0,0,0,1,0,0,0
0.73,4,61.0,58.0,2496,0,0,0,1,0,0,0,0,0,0,1,0,0
0.77,3,61.3,60.0,2896,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,4,61.8,59.0,2790,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,5,61.74514655500572,55.0,2965,0,0,1,0,0,0,0,1,0,0,0,0,0
0.56,4,62.5,57.0,1698,0,0,1,0,0,0,0,0,0,0,1,0,0
0.36,5,61.8,55.0,800,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,5,61.5,55.0,1260,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,2,64.2,60.0,2974,0,0,0,1,0,0,0,1,0,0,0,0,0
1.02,3,63.3,57.0,6582,1,0,0,0,0,0,0,0,0,0,1,0,0
0.51,3,60.3,55.0,2633,0,1,0,0,0,0,0,0,0,0,0,0,1
1.54,4,61.6,59.0,12308,0,0,1,0,0,0,0,0,0,0,1,0,0
0.54,4,61.1,60.0,1340,0,0,1,0,0,0,0,1,0,0,0,0,0
0.74,5,62.3,57.0,3170,0,1,0,0,0,0,0,0,0,1,0,0,0
0.36,5,62.1,57.0,568,0,0,0,0,1,0,0,0,0,1,0,0,0
0.33,3,60.9,57.0,752,0,0,1,0,0,0,0,0,0,0,0,0,1
1.02,1,64.6,61.0,4462,0,0,0,1,0,0,0,0,0,0,1,0,0
0.93,5,62.2,55.0,4374,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,5,59.6,59.0,2063,0,0,0,1,0,0,1,0,0,0,0,0,0
0.83,5,62.1,57.0,3010,0,1,0,0,0,0,0,1,0,0,0,0,0
0.25,3,63.0,55.0,575,1,0,0,0,0,0,0,0,0,0,0,0,1
0.55,5,60.6,56.0,1819,0,0,0,0,0,0,0,1,0,0,0,0,0
1.29,5,62.8,57.0,6473,1,0,0,0,0,0,0,0,1,0,0,0,0
0.53,3,59.8,60.0,2542,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5,3,62.9,60.0,1559,1,0,0,0,0,0,0,0,0,0,1,0,0
0.78,5,61.74514655500572,54.0,2012,0,0,0,1,0,0,0,0,1,0,0,0,0
0.56,5,62.0,56.0,1698,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,3,63.2,58.0,7098,0,0,1,0,0,0,0,0,1,0,0,0,0
1.27,5,62.6,57.0,4693,0,0,0,0,0,1,0,0,1,0,0,0,0
0.53,4,60.9,59.0,1428,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,5,61.9,54.0,1660,0,0,0,0,0,0,0,0,0,0,1,0,0
2.51,5,58.4,62.0,18037,0,0,0,0,1,0,0,0,1,0,0,0,0
0.47,5,62.0,55.0,1883,1,0,0,0,0,0,0,0,0,0,0,0,1
0.51,4,60.3,57.0,1799,0,1,0,0,0,0,0,0,0,1,0,0,0
0.24,3,60.4,62.0,485,1,0,0,0,0,0,0,0,0,0,0,1,0
0.52,5,62.2,54.0,1223,0,1,0,0,0,0,0,1,0,0,0,0,0
0.59,5,61.0,57.0,1816,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,5,61.2,56.0,1815,1,0,0,0,0,0,0,0,0,0,1,0,0
1.5,3,63.5,59.0,9450,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,3,60.0,59.8,1593,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,3,58.6,63.0,4218,0,0,1,0,0,0,0,1,0,0,0,0,0
1.59,5,62.4,58.0,9209,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,4,60.7,58.0,3763,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,3,61.74514655500572,57.0,888,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,4,62.7,58.0,882,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2,63.7,57.0,3265,0,0,0,0,0,1,0,0,0,0,0,0,1
0.31,5,61.6,55.0,452,0,0,0,0,1,0,0,0,0,0,1,0,0
1.2,4,62.3,58.0,5376,0,0,0,1,0,0,0,0,1,0,0,0,0
1.07,5,61.7,57.0,4421,0,0,1,0,0,0,0,0,1,0,0,0,0
1.05,5,61.9,56.0,6604,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,3,63.3,58.0,6007,0,1,0,0,0,0,0,0,0,0,1,0,0
0.52,3,59.6,62.0,1244,0,0,1,0,0,0,0,1,0,0,0,0,0
1.64,5,61.8,55.0,13289,0,1,0,0,0,0,0,1,0,0,0,0,0
1.04,5,59.7,56.0,3669,0,0,0,0,1,0,0,1,0,0,0,0,0
0.24,3,57.7,61.0,478,1,0,0,0,0,0,0,0,0,0,0,0,1
0.72,4,61.3,60.0,3951,1,0,0,0,0,0,1,0,0,0,0,0,0
1.01,3,62.7,58.0,4743,0,0,0,1,0,0,0,1,0,0,0,0,0
0.41,5,62.3,55.0,1356,0,0,0,0,0,0,0,0,0,0,0,0,1
1.17,2,60.4,65.0,5567,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,5,61.9,53.0,918,0,0,1,0,0,0,1,0,0,0,0,0,0
0.35,4,62.2,58.0,591,0,0,0,0,0,1,0,0,0,1,0,0,0
0.44,5,61.9,54.0,1177,0,0,0,1,0,0,1,0,0,0,0,0,0
0.32,5,61.5,56.0,720,0,0,0,0,1,0,0,0,0,0,0,0,1
1.04,3,62.8,59.0,5689,1,0,0,0,0,0,0,1,0,0,0,0,0
0.33,5,61.9,55.0,1021,0,1,0,0,0,0,0,0,0,0,0,1,0
0.32,4,59.9,58.0,1080,1,0,0,0,0,0,0,0,0,0,0,0,1
1.6,4,61.1,58.0,9229,0,1,0,0,0,0,0,0,1,0,0,0,0
1.22,5,62.5,57.0,8608,0,0,1,0,0,0,0,0,0,1,0,0,0
0.57,5,61.5,57.0,2491,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,2,57.1,61.0,4093,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,3,59.5,60.0,2421,0,0,0,1,0,0,0,0,0,1,0,0,0
0.56,5,60.5,57.0,1723,0,0,0,0,0,0,0,1,0,0,0,0,0
0.46,2,56.5,61.0,1157,0,1,0,0,0,0,0,0,0,1,0,0,0
1.7,3,63.6,59.0,11560,0,0,0,1,0,0,0,1,0,0,0,0,0
0.33,5,61.9,56.0,666,0,0,1,0,0,0,0,0,0,1,0,0,0
0.59,5,61.3,59.0,1793,0,0,0,0,0,0,0,1,0,0,0,0,0
0.54,5,61.2,56.0,1605,0,0,1,0,0,0,0,0,0,0,1,0,0
0.93,4,61.9,57.0,2807,0,0,0,0,0,1,0,0,1,0,0,0,0
0.7,5,62.3,53.0,2726,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,4,61.74514655500572,59.0,816,1,0,0,0,0,0,0,0,0,0,0,0,1
0.32,5,62.2,56.0,758,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,5,62.1,54.0,540,0,0,0,0,1,0,0,0,0,0,0,1,0
0.58,5,62.4,58.0,1359,1,0,0,0,0,0,0,0,1,0,0,0,0
0.41,3,60.8,61.0,647,0,0,0,0,0,1,0,0,0,1,0,0,0
0.53,4,62.4,58.0,1721,0,0,1,0,0,0,0,0,0,1,0,0,0
1.81,3,62.7,58.0,12822,0,0,0,0,1,0,0,0,0,0,1,0,0
0.32,4,62.4,58.0,576,1,0,0,0,0,0,0,0,1,0,0,0,0
0.38,3,62.8,57.0,800,0,1,0,0,0,0,0,0,0,0,1,0,0
